	github_urls	creation_date	stars	num_contributors	num_commits
1086	arodiss/capsnet	2018-01-28T07:35:32Z	7	1	1
1087	jack-dong/none_local_block	2018-03-15T09:11:01Z	5	1	2
1088	ami66/new-text-detection-ctpn	2017-12-07T02:49:28Z	7	2	42
1089	paulfitz/segmenty	2017-06-29T06:37:53Z	5	1	19
1090	keillernogueira/fdsi	2017-11-10T00:44:25Z	7	1	9
1091	yaonaiming/text-detection-ctpn-win	2018-04-03T05:03:45Z	4	1	6
1092	amr4i/emotiondetection	2018-01-29T22:47:47Z	14	1	21
1093	mohammed-elkomy/two-stream-action-recognition	2018-11-12T11:34:13Z	39	2	21
1094	luckythj/style-transfer	2018-05-13T12:52:58Z	2	1	10
1095	prajjwal1/neural-style	2017-11-26T04:45:48Z	1	1	11
1096	pancakeawesome/scenetext_detection	2018-06-06T02:27:40Z	3	1	2
1097	itisianlee/hourglass-tfslim	2018-01-25T11:42:12Z	3	1	5
1098	tropcomplique/universal-style-transfer	2018-06-27T21:16:40Z	1	1	14
1099	sagieppel/recognition-of-materials-in-transparent-vessel-using-fully-convolutional-neural-networks	2017-06-17T23:05:38Z	2	1	46
1100	ibm/imagenet-robustness	2018-07-17T01:33:41Z	6	1	4
1101	shoumo95/csx4337-project	2018-06-19T11:12:44Z	2	2	28
1102	krushnaarengarajan/deepchem	2017-12-24T09:47:02Z	1	30	3052
1103	dikatok/tf-styletransfer-gatys	2018-04-17T03:25:11Z	1	1	2
1104	xhelenfu/cnn_segmentation_histology	2018-04-13T20:15:35Z	4	1	12
1105	ttitcombe/tfshell	2018-09-25T16:53:28Z	1	1	5
1106	srk97/targeted-adversarial-mnist	2018-02-16T19:49:40Z	1	1	18
1107	wuliangshun/ctpn	2017-12-03T06:24:03Z	1	1	1
1108	wangyida/gm-cml	2017-05-12T13:44:39Z	5	1	24
1109	jason-xi/ctpn_win	2018-03-13T08:31:26Z	2	1	7
1110	markvdw/gpflow-inter-domain	2017-07-11T15:15:15Z	9	15	1041
1111	bw2color/bw2color	2018-08-16T12:45:10Z	13	3	149
1112	ciciphus/pixel_link_keras	2018-07-19T23:40:57Z	4	2	27
1113	longhuei/caesar	2017-03-23T01:45:10Z	5	2	293
1114	abhisek-/alexnet	2018-05-19T08:58:28Z	0	1	64
1115	kingdavid72/deepchem	2017-10-12T23:13:23Z	1	30	2762
1116	lilleswing/deepchem-slim	2018-10-18T13:43:39Z	1	30	3908
1117	tropcomplique/edanet	2018-11-03T13:33:45Z	2	1	15
1118	jessevig/bertviz	2018-12-16T16:50:42Z	1641	2	109
1119	cysmith/neural-style-tf	2016-10-08T20:42:56Z	2600	10	228
1120	progresstogether/tensorflow_inception_v4	2018-01-02T14:59:41Z	1	1	11
1121	taehoonlee/tensornets	2017-09-19T05:19:01Z	922	5	236
1122	fishermanzzhang/tf_model_speed	2018-03-09T02:27:29Z	3	1	9
1123	sbh2ch/tensorflow-slim-inception-resnet-v2	2017-07-06T05:00:13Z	8	1	4
1124	wanghan0501/slim	2017-12-18T09:32:50Z	2	1	6
1125	zengkv/slimlearn	2016-10-31T09:00:15Z	1	1	6
1126	hassanes/finetune_model	2017-07-04T09:46:25Z	1	1	6
1127	minfengucas/pig-classification	2017-12-28T12:08:28Z	1	1	1
1128	hangjie720/tensorrt-program	2018-06-26T07:42:58Z	4	1	23
1129	stesha2016/fork-slim	2018-08-23T03:01:15Z	12	1	9
1130	stoensin/simple_densenet	2018-07-26T14:12:24Z	1	2	18
1131	loseall/videosuperresolution	2018-06-04T08:42:05Z	822	2	407
1132	estarlife/densenet-quiz	2018-12-17T16:07:12Z	0	1	13
1133	caochangyan1213/quiz-w7-2-densenet	2018-04-21T16:22:02Z	1	1	28
1134	pessimiss/quiz-w7-2-densenet	2018-10-01T11:50:27Z	1	1	2
1135	eth-sri/eran	2018-11-14T15:03:42Z	122	6	44
1136	duinodu/objdect_papernotes	2017-10-07T04:20:59Z	5	1	11
1137	hailotech/seg-mentor	2018-03-21T12:30:47Z	40	3	210
1138	olafenwamoses/imageai	2018-03-19T23:12:33Z	4796	11	138
1139	yanqi1811/transfer-learning	2018-07-17T05:44:17Z	12	5	276
1140	mbadry1/cs231n-2017-summary	2017-12-05T14:45:20Z	1119	1	17
1141	trailbehind/deeposm	2016-02-14T22:30:33Z	1226	8	395
1142	xinghaochen/awesome-hand-pose-estimation	2017-03-22T15:52:31Z	1454	8	226
1143	huxiaoman7/paddlepaddle_code	2017-10-24T00:08:13Z	428	1	113
1144	zhang0peter/good-articles-by-time	2018-05-14T08:49:19Z	10	1	23
1145	zengarden/light_head_rcnn	2018-04-03T12:50:10Z	854	3	16
1146	zhec/realtime_multi-person_pose_estimation	2016-12-12T17:40:12Z	4290	11	158
1147	bioinf-jku/ttur	2017-06-26T13:32:12Z	457	7	216
1148	neuropoly/gmseg	2017-10-16T18:35:34Z	38	2	37
1149	uber-research/intrinsic-dimension	2018-04-24T21:54:36Z	189	3	15
1150	minyoungg/selfconsistency	2018-05-10T05:32:40Z	121	2	17
1151	philferriere/tfvos	2018-01-31T22:52:46Z	149	1	6
1152	ronghanghu/text_objseg	2016-05-19T05:15:49Z	84	1	9
1153	balancap/ssd-tensorflow	2017-01-18T13:45:38Z	3757	2	125
1154	vcg-uvic/lf-net-release	2018-07-27T09:24:32Z	174	3	11
1155	aleksispi/drl-rpn-tf	2018-06-26T11:53:36Z	63	1	19
1156	tetrachrome/subpixel	2016-08-11T18:05:58Z	2032	8	65
1157	bioinf-jku/snns	2017-06-08T06:24:32Z	1461	3	35
1158	philferriere/tfoptflow	2018-09-10T19:02:47Z	330	1	27
1159	mjhucla/tf-mrnn	2016-06-25T23:45:44Z	108	2	6
1160	lz20061213/quadrilateral	2018-02-03T12:08:36Z	1	1	4
1161	shekkizh/fcn.tensorflow	2016-10-06T02:54:13Z	1168	2	26
1162	slundberg/shap	2016-11-22T19:17:08Z	8702	30	878
1163	tae-jun/resemul	2017-10-19T10:50:20Z	50	1	14
1164	tensorflow/adanet	2018-06-28T20:20:24Z	3064	22	285
1165	potterhsu/svhnclassifier	2017-03-22T08:29:42Z	182	1	15
1166	ternaus/angiodysplasia-segmentation	2018-03-29T03:35:07Z	61	4	236
1167	philferriere/tfwss	2018-02-12T20:11:04Z	204	2	10
1168	yunjey/show_attend_and_tell	2016-09-10T08:37:53Z	820	2	165
1169	sthalles/deeplab_v3	2017-12-18T16:38:50Z	722	1	64
1170	dmitryulyanov/neural-style-audio-tf	2016-12-13T22:43:24Z	398	1	3
1171	detectionteamucas/faster-rcnn_tensorflow	2018-06-28T17:10:04Z	122	1	21
1172	rpautrat/superpoint	2018-03-05T17:23:25Z	496	3	218
1173	arahusky/tensorflow-segmentation	2017-01-05T21:55:31Z	247	4	73
1174	hangyao/street_view_house_numbers	2016-07-02T03:54:49Z	68	1	15
1175	cftang0827/pedestrian_recognition	2018-07-02T09:13:23Z	25	2	11
1176	thibo73800/capsnet_traffic_sign_classifier	2017-11-06T18:13:35Z	158	1	23
1177	vincemarron/style_transfer	2017-08-20T19:54:22Z	273	1	22
1178	kkweon/unet-in-tensorflow	2017-05-18T01:46:16Z	157	2	9
1179	insikk/delf_enhanced	2017-11-09T09:47:31Z	81	1	2
1180	bostondiditeam/mv3d	2017-03-26T00:31:42Z	323	11	535
1181	monsta-hd/boltzmann-machines	2017-10-23T01:00:57Z	732	4	765
1182	ossdc/ssd-tensorflow	2017-03-25T10:17:04Z	41	3	97
1183	codait/deep-histopath	2017-09-08T22:38:49Z	92	4	133
1184	vadim-v-lebedev/audio_style_tranfer	2016-09-11T00:15:10Z	104	2	28
1185	llsourcell/how_to_do_style_transfer_in_tensorflow	2017-03-08T17:22:54Z	94	1	8
1186	insikk/grad-cam-tensorflow	2017-02-14T01:19:26Z	228	1	15
1187	leeyevi/mv3d_tf	2017-05-31T01:57:03Z	77	7	77
1188	zhwhong/lidc_nodule_detection	2017-05-31T13:40:08Z	162	1	6
1189	jenifferwuucla/pulmonary-nodules-maskrcnn	2018-01-24T04:58:46Z	154	1	73
1190	aqibsaeed/genetic-cnn	2017-03-11T00:46:51Z	157	4	12
1191	yd8534976/fashionai-tf	2018-06-29T07:13:51Z	20	1	16
1192	tropcomplique/shufflenet-tensorflow	2017-08-18T20:42:04Z	40	1	29
1193	alexattia/extendedtinyfaces	2017-12-27T18:24:52Z	189	2	30
1194	markostam/audio-deepdream-tf	2016-10-11T16:19:16Z	24	1	40
1195	stuarteiffert/rnn-for-human-activity-recognition-using-2d-pose-input	2018-01-16T00:41:58Z	119	1	30
1196	google-aai/tf-serving-k8s-tutorial	2018-02-22T17:32:24Z	74	1	41
1197	tropcomplique/shufflenet-v2-tensorflow	2018-08-06T08:47:04Z	131	1	12
1198	detectionteamucas/fpn_tensorflow	2018-12-02T07:08:03Z	249	1	21
1199	rusty1s/embedded_gcnn	2017-03-01T13:45:14Z	54	1	481
1200	detectionteamucas/cascade-rcnn_tensorflow	2018-12-14T14:06:26Z	62	2	9
1201	larryjiang134/image_manipulation_detection	2018-07-06T06:52:28Z	145	1	19
1202	leonardoaraujosantos/learnsegmentation	2017-06-24T20:46:11Z	25	1	119
1203	robmarkcole/satellite-image-deep-learning	2018-04-16T08:42:09Z	635	2	62
1204	cagatayyildiz/npde	2018-07-26T20:47:03Z	16	1	15
1205	crowdai/crowdai-mapping-challenge-mask-rcnn	2018-04-09T00:39:13Z	157	15	127
1206	saurabh23/msrgan-a-gan-for-single-image-super-resolution-on-high-content-screening-microscopy-images.	2017-06-21T11:55:38Z	40	1	160
1207	aqibsaeed/estimation-of-remaining-useful-life-using-cnn	2017-01-10T19:43:42Z	86	2	5
1208	m090009/traffic-sign-recognition-classifier	2018-04-16T23:27:41Z	2	1	6
1209	jerryfan4/resnet	2017-07-25T21:46:52Z	11	1	33
1210	toimcio/segnet-tensorflow	2017-10-30T12:23:15Z	48	5	135
1211	orlyliba/fine_tune_analyze_neural_net	2016-12-18T22:56:15Z	5	1	23
1212	mithi/semantic-segmentation	2017-08-22T20:31:58Z	23	1	32
1213	ayushdewan/latin-alphabet-recognition-using-convolutional-neural-networks-in-tensorflow	2017-07-21T23:00:57Z	5	1	21
1214	liferlisiqi/traffic-sign-classifier	2017-12-28T02:09:30Z	12	1	53
1215	waleedgondal/weakly_localizations_tensorflow	2017-06-10T13:56:10Z	10	2	7
1216	vijaydl/dl-playground	2018-07-15T21:56:19Z	4	1	28
1217	pat-coady/tiny_imagenet	2017-05-10T15:38:51Z	44	1	111
1218	odysseaskr/irmas-cnn	2018-06-13T15:48:07Z	2	1	11
1219	ilguyi/style-transfer.tensorflow	2018-08-24T06:55:31Z	7	1	12
1220	oracleofnj/spectral-repr-cnns	2017-11-13T23:05:45Z	26	3	270
1221	eternityzy/fcn-tensorflow	2018-04-24T11:34:23Z	35	1	11
1222	amirhfarzaneh/vgg13-tensorlfow	2018-02-22T08:53:15Z	7	1	3
1223	kvn219/multi-number-recognition	2017-01-18T17:08:14Z	3	1	8
1224	georgymh/instance-identification	2018-05-06T18:04:04Z	6	3	61
1225	jadevaibhav/signature-verification-using-deep-learning	2018-06-09T10:44:16Z	43	1	16
1226	davidabek1/adanet	2018-02-19T00:31:49Z	7	1	16
1227	hayoung-kim/tf-semantic-segmentation-fcn-vgg16	2017-11-24T13:02:36Z	19	1	13
1228	hodapp87/cs6475_neural_style	2016-05-01T22:22:31Z	3	1	23
1229	brianrusso/uav_ssd	2017-05-03T00:09:00Z	2	1	16
1230	ahylton19/simplenalu-tf	2018-08-13T02:40:22Z	10	1	16
1231	yihui-he/resnet-tensorflow	2016-04-25T01:06:03Z	6	1	24
1232	nicolastah/semantic-style-transfer	2018-01-02T13:39:18Z	5	1	94
1233	seuphor/vgg19-style	2017-08-29T03:46:13Z	5	1	12
1234	twice22/vqa	2018-01-18T17:46:04Z	3	1	5
1235	michaelmendoza/learning-tensorflow	2017-11-15T20:29:36Z	10	1	47
1236	houstonj2013/capstone_dl_object_detection	2018-01-07T22:24:21Z	2	1	324
1237	pacocp/maskrcnn_blur_background	2018-09-01T08:19:50Z	4	1	5
1238	ankitamd/darkflow-object-detection	2018-07-07T15:25:18Z	3	2	15
1239	niulab-ssd-branch/ssd-branchy	2018-03-09T06:48:26Z	1	3	129
1240	rishengzhou/newssd	2018-09-24T12:05:04Z	0	3	129
1241	hengmuling/ssd-tensorflow-master	2018-08-12T03:25:50Z	1	1	7
1242	yuyang2009/ssd_tensorflow	2017-03-19T13:41:06Z	1	1	7
1243	tikam02/crowdestimation	2018-07-26T18:45:33Z	13	1	25
1244	eltonwalter/ssd-tensorflow-origin	2018-07-26T05:20:57Z	1	1	3
1245	mlearing/ssd	2018-10-26T14:56:32Z	1	1	5
1246	laos-y/tensorflow-yolo	2018-08-10T11:40:26Z	1	1	26
1247	mytrjp/objectdetection	2018-07-30T05:05:42Z	5	1	49
1248	kobiso/cam-tensorflow	2018-03-11T06:35:46Z	3	1	4
1249	jrc1995/wide-residual-network	2017-05-07T23:21:51Z	4	1	123
1250	coolerme/dog_vs_cat	2018-06-14T15:24:09Z	3	1	44
1251	goddoe/hide-and-seek	2018-02-05T05:13:46Z	6	1	9
1252	ronniegandhi/implementing-alexnet-trained-on--imagenet-s-ilsvrc2012-datasets-using-tensorflow	2018-07-27T08:18:27Z	3	1	13
1253	gpascualg/crossgrad	2018-05-03T23:45:17Z	11	1	4
1254	niranjanreddy891/self-driving-car	2018-10-12T11:24:18Z	2	1	24
1255	aloshkad/sdcar_software_p3	2017-01-21T05:19:00Z	1	1	12
1256	shishir-bg/tf1.3_new_input_pipeline_demonstration	2017-10-27T13:49:32Z	1	1	9
1257	etpr/kinematic_morphing_network	2018-07-24T14:54:22Z	1	1	14
1258	iavasiljeva/siamese-networks-hse-2017	2017-09-19T09:38:08Z	1	4	34
1259	minggli/densenet	2017-07-13T21:25:56Z	1	1	20
1260	irashadow/tensorflow_fcn	2017-02-16T05:35:58Z	1	1	6
1261	thadikari/differentiable-boundary-trees	2018-03-03T07:10:18Z	4	2	13
1262	sixquant/u-net	2018-08-29T22:17:19Z	5	1	2
1263	ibm/max-human-pose-estimator	2018-12-05T19:58:14Z	27	13	39
1264	lucko515/deep-convolutional-highway-network	2017-07-30T16:21:48Z	5	1	1
1265	lwiss/hackathon_satellite_imagery	2017-05-04T10:43:26Z	1	2	8
1266	dekhtiarjonathan/dice-dmu_imagery_classification_engine	2017-05-18T16:18:45Z	6	1	67
1267	texastony/motion_detection_obj_recog	2017-10-23T18:40:33Z	1	1	5
1268	leofansq/kitti-objects-detection-using-ssd-in-tensorflow	2018-10-24T09:27:28Z	4	1	8
1269	iitmcvg/demo-of-face-detection-and-counting-	2018-07-29T13:23:57Z	8	3	32
1270	lucko515/fully-connected-highway-network	2017-07-30T16:17:06Z	3	1	1
1271	mdeff/fma	2016-12-02T15:27:37Z	1130	1	184
1272	saravanabalagi/deep_image_prior	2018-03-06T09:22:03Z	13	1	5
1273	lucko515/residual-network	2017-07-30T16:25:35Z	4	1	2
1274	devyhia/slim-backup	2017-01-12T01:28:07Z	1	1	2
1275	jorge190588/ia	2017-05-25T04:07:28Z	7	24	338
1276	mikoto10032/deeplearning	2018-04-09T15:53:37Z	2788	1	478
